id_lysi,date,chamber_size,nr_bags,CO2_flux,CH4_flux,N2O_flux,r2_CO2,r2_CH4,r2_N2O,co2_quality,n2o_qc_flag,quality_flag
30,2025-08-20,small,4,3.83946032439526,-0.000534395734224223,0.000524499282080612,0.991661189969043,0.994292780769712,0.951731176258991,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
31,2025-08-20,small,4,11.9916151195916,-0.00108176182884354,0.00170762235403561,0.997608326973562,0.99609076908964,0.989311463310077,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
32,2025-08-20,small,4,4.48644957297471,-0.000956218730567956,0.00051586273278863,0.90158470846286,0.878643688921537,0.925238136595275,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
1,2025-08-26,small,4,5.77808540150131,-0.00194740547449381,0.000452727472785968,0.992462449278444,0.982782099356349,0.957486797772502,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
2,2025-08-26,small,4,3.84497666839486,-0.00224067384428385,0.000157817553529495,0.970084848475592,0.996264779145997,0.797830562341829,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
3,2025-08-26,small,4,6.38474409748796,-0.00146504295028972,0.000717216747254948,0.972287262871371,0.885340115146719,0.952251177655667,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
4,2025-08-26,small,4,2.13123041384066,-0.000790660113160629,0.000136006065362526,0.988982915112052,0.990162911699454,0.313335942221758,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
5,2025-08-26,small,3,5.99464743111306,-0.00178503801631007,0.000527742700074383,0.962752384174835,0.747435557746648,0.941944097702045,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
6,2025-08-26,small,4,2.09033649625888,-0.00184511250655715,7.47196458523117e-05,0.859201393388973,0.903525766202947,0.920396903430806,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
7,2025-08-26,small,4,5.94869668369049,-0.000580682780771081,0.000544138109395231,0.908636948419177,0.847775254130601,0.930156616335864,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
8,2025-08-26,small,4,1.74347214424306,-0.000616466014806131,9.03530968930788e-05,0.990743885986157,0.891139391527404,0.51636965451282,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-08-26,small,3,1.68210913233197,-0.000264091197414558,-8.81339138827766e-05,0.788651057282141,0.849429103603941,0.816877990441009,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
10,2025-08-26,small,4,0.727187183684767,-0.000409606334365111,-8.62012776667867e-05,0.893277217747558,0.981034505732172,0.948485554895666,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
11,2025-08-26,small,4,-0.0244735148699138,-8.48996439190602e-05,0.000105715070539335,0.0145662729476567,0.306751824226171,0.865849393322778,Negativ & Rauschen,Rejected: CO2 R² ≤ 0.9,0
12,2025-08-26,small,4,2.84917578914377,-0.000621964340914647,0.000287564805756029,0.975731987751014,0.982193128401106,0.995038567390475,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
13,2025-08-26,small,4,7.74138518835101,-0.000802777206493631,0.000831042632769228,0.997712388154686,0.998660763079111,0.990566465030106,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
14,2025-08-26,small,4,2.39474379075082,-0.000337338490219364,0.00011508742904241,0.95432222420112,0.984018967057025,0.670158175732146,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
15,2025-08-26,small,4,6.45486032452114,-0.000628109547700604,0.000552657471635247,0.997986096544325,0.998780067887838,0.984542075771799,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
16,2025-08-26,small,4,4.50545431621863,-0.000615161209860543,0.000474842406919067,0.967711838700841,0.982716065928008,0.961142349885981,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
17,2025-08-26,small,4,7.4919935770246,-0.00119254749534392,0.000904871141121722,0.998882552111374,0.993070290077452,0.998256010859999,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
18,2025-08-26,small,4,1.13091381009149,-0.000327930276770436,3.16290691230137e-05,0.988611753863281,0.760646283522908,0.0675801445390995,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
19,2025-08-26,small,4,4.1694538305325,-0.000233414437536608,0.000372694221872792,0.997299568982908,0.971343660169244,0.949694218977907,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
20,2025-08-26,small,3,2.09974266095358,-0.000342128212741564,0.000149776152752025,0.996921781836768,0.979393886575384,0.997329445443416,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
21,2025-08-26,small,4,4.84476206341824,-0.000726652106253807,0.000432265351140788,0.971467781999652,0.983457438742675,0.883491564922988,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
22,2025-08-26,small,4,2.92895348405505,-0.000733259868793977,0.000168063486262439,0.997488932160879,0.9941514137518,0.84763585963593,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
23,2025-08-26,small,4,10.6160525090479,-0.00120609413907811,0.00131201367511922,0.991447012962543,0.994033695400943,0.997422282796307,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
24,2025-08-26,small,4,3.74338790352746,-0.000641575111638552,0.000265451758215831,0.99815059436675,0.997070485533031,0.992984276054545,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
25,2025-08-26,small,3,7.47595947156832,-0.000986918369944339,0.000616931530056357,0.988787023176533,0.999810732485931,0.975691049168593,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
26,2025-08-26,small,3,3.92372220673755,0.0013392605230466,0.000206328390165898,0.99261527713768,0.426588960138655,0.941591476978928,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
27,2025-08-26,small,4,7.24858576164961,-0.00101071929908947,0.000546607154145007,0.968382647434891,0.974099003438178,0.992621028607522,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
28,2025-08-26,small,4,3.9551125951548,-0.000820696416861952,0.000175278129535328,0.974620886469909,0.956637349190623,0.953673118068,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
29,2025-08-26,small,3,5.50086616888002,-0.000599159168296291,0.000420548753824558,0.999829450012248,0.995331706675931,0.95844290057783,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
30,2025-08-26,small,3,3.05542494029601,-0.000368941452665669,7.11499048968613e-05,0.994350612292525,0.984944412162229,0.302151653516576,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
31,2025-08-26,small,4,2.9722556931734,-0.000300730674501399,5.05408074996315e-05,0.966281741469211,0.98599971352636,0.59826062996026,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
32,2025-08-26,small,4,3.17164333040216,-0.000730593548572644,7.65361911753592e-05,0.947248191803494,0.966357910991227,0.464868140232292,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
1,2025-09-03,small,4,3.2499130163262,-0.00146098967795752,0.000314145310818924,0.987704999574468,0.862856668881564,0.97446033304616,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
2,2025-09-03,small,4,1.33318033551422,-0.000203349474973237,-1.34716016940625e-05,0.730667091666041,0.777884194343257,0.140891803020896,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
3,2025-09-03,small,3,0.923259944196894,-0.0003266879785609,0.000119356559147309,0.99927808363013,0.988672479919816,0.359820891523725,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-09-03,small,4,9.46860641673025,-0.000942865016170964,0.000919710976841377,0.9535666571538,0.976945690564931,0.962773330714712,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
5,2025-09-03,small,4,3.53055959882286,-0.000654975327025177,0.00044824726023902,0.971957605166468,0.930702175249239,0.870850314347035,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
6,2025-09-03,small,4,1.6134597424523,-0.000282118605145273,0.000152701131606541,0.994180294526293,0.992601300150512,0.910709346059241,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-09-03,small,4,0.951132729169887,-0.000105383682304896,5.09583604635857e-05,0.999353429433599,0.535035125429263,0.982260414746606,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
8,2025-09-03,small,4,1.80092474670973,-0.000972222183868342,6.96769701763233e-05,0.98211267196345,0.918437665563106,0.4774504730536,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-09-03,small,4,1.55145861690865,-0.000279820523117043,0.000107532963546294,0.992906401180562,0.582407431786505,0.888914477528551,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-09-03,small,4,6.05310050545031,-0.000760231783797914,0.000744290769637676,0.999546123646211,0.905218189955613,0.998228215814851,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
11,2025-09-03,small,4,6.08737312855434,-0.0022260481989267,0.000837082707039668,0.981090545025721,0.679846498480338,0.983088116585529,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
12,2025-09-03,small,3,2.91558570583063,-0.000879474947961355,0.000239826196592004,0.940718048523451,0.625941973038533,0.953013409287342,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
13,2025-09-03,small,4,5.0661940441897,-0.00158612123837007,0.00050961931301097,0.988697162949574,0.978647152195088,0.990125584129667,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
14,2025-09-03,small,4,2.76827878484833,-0.00229399835854698,0.000130489567344638,0.963977421623135,0.976357906554642,0.995969009000322,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
15,2025-09-03,small,3,1.1143664814504,-5.5151350878484e-05,6.54514084518329e-06,0.832357788789163,0.64626262986706,0.0032134653516726,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
16,2025-09-03,small,4,6.29587027141789,-0.000533681055062652,0.000774712901299742,0.980268819852773,0.970328916227578,0.99630695458528,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
17,2025-09-03,small,4,4.19069607141127,-0.000484415044918108,0.000415043482855654,0.995097520059304,0.978256509257335,0.997733902842416,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
18,2025-09-03,small,3,6.73496082155578,-0.000902561495546884,0.000458992167593345,0.969439821404834,0.977451669573818,0.992336555395244,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
19,2025-09-03,small,4,9.14755044462188,-0.00157696930062581,0.000930169042890977,0.998930319496195,0.783241081540399,0.999215487392926,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
20,2025-09-03,small,4,3.3308703222446,-0.0027741003297875,0.000130693787764163,0.990555328946033,0.998500948022458,0.507415027889146,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
21,2025-09-03,small,4,2.17679089360145,-0.000535015033025887,8.88347548124569e-06,0.984381687787035,0.986307759680249,0.0585745387536355,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
22,2025-09-03,small,4,8.33308701172236,-0.000643761164359323,0.000959768263586603,0.994173553167845,0.925125861936841,0.983529988470576,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
23,2025-09-03,small,4,5.22835252351257,-0.00048821740731218,0.000459173793596629,0.996361924522404,0.992384809699778,0.9456964736542,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
24,2025-09-03,small,4,3.01323898424609,-3.90736459815436e-05,6.81475232988605e-05,0.98806175578149,0.00092624708832517,0.540927444146561,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
25,2025-09-03,small,3,12.2208873726125,-0.00107671350473107,0.00112073167703482,0.99660732054774,0.999905552799034,0.987039377189822,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
26,2025-09-03,small,4,4.78288755351297,-0.000716053441209029,0.00131738718716801,0.999777520253903,0.967196921084024,0.991835714355732,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
27,2025-09-03,small,4,4.46975094390104,-0.00037401302892225,7.29820966848115e-05,0.9602860533049,0.944596741545583,0.96229136170046,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
28,2025-09-03,small,4,8.73186607719623,-0.000826711971885663,0.000837468709400995,0.994553310531475,0.993989648412484,0.975500809944586,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
29,2025-09-03,small,3,9.25223298193937,-0.000764691337065669,0.000268192167165964,0.982133427682848,0.999289480157388,0.760693818599906,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
30,2025-09-03,small,4,1.93162885097392,-0.000409055362457585,-4.28735196623154e-05,0.945413637080373,0.890710500127202,0.266636247516947,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
31,2025-09-03,small,3,5.02934656948105,-0.000438517770463562,0.000469966997392224,0.964039325952723,0.89671251603547,0.952478640935558,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
32,2025-09-03,small,4,3.28642067862272,-0.000561031428928151,3.72638268423918e-05,0.880281449629012,0.967291731269694,0.206298611779281,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
1,2025-09-10,small,3,7.57039948150625,-0.00167682466036856,0.000400567004515839,0.996257870206286,0.999670661354995,0.941312184338555,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
2,2025-09-10,small,4,4.91237851244287,-0.00200247850795442,0.000194566535439927,0.963568352603026,0.880254409553876,0.999888915281079,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
3,2025-09-10,small,3,12.8888397814508,-0.00156799742009476,0.00169633887617219,0.993191399830579,0.978633036660607,0.994161982308968,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
4,2025-09-10,small,4,2.90942263540628,-0.00196725395396685,0.00058681366035333,0.980916254608402,0.941712308624356,0.905818745642488,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
5,2025-09-10,small,4,8.7027501758992,-0.000749282634844291,0.000842180559550794,0.985715437809392,0.972988824628075,0.996349604564744,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
6,2025-09-10,small,4,4.40721297242642,-0.000556266680791519,0.000926681125004598,0.982122023900421,0.998182208065463,0.973063824491003,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
7,2025-09-10,small,4,5.76418876199587,-0.000390232448922424,0.000780645524487535,0.977257160167698,0.941677313359321,0.984286038403622,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
8,2025-09-10,small,4,9.01393000294921,-0.000844388781402334,0.00083996188004667,0.945396534376417,0.932986082253452,0.940512406378612,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
9,2025-09-10,small,4,8.18883447997715,-0.000664061481081509,0.00140169732426819,0.982829444630208,0.990074913845117,0.976610332469052,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
10,2025-09-10,small,4,3.30441317548872,-0.000368638447391675,0.000451131171667776,0.975535369723145,0.805417585602064,0.895909931232816,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
11,2025-09-10,small,4,6.23653393014192,-0.000626882612890841,0.000283701718684731,0.997919245827904,0.988456424389776,0.93400317384053,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
12,2025-09-10,small,4,6.85016045002834,-0.00269872650933966,0.00118808381444447,0.96724951894786,0.945115820617946,0.953160779029527,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
13,2025-09-10,small,4,3.51960311783944,-0.00345787980137689,0.000699245988821863,0.976110805667283,0.999553320156786,0.946827488368438,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
14,2025-09-10,small,4,12.7219917345009,-0.00108865377263555,0.000417782648377343,0.959931379572106,0.94949559128988,0.967497544851007,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
15,2025-09-10,small,4,5.42873755696093,-0.000672608451365945,0.000142189130922653,0.950806023433004,0.944321625091803,0.849206496368442,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
16,2025-09-10,small,4,6.96040783700532,-0.000718805950312611,0.000977236407735777,0.9934795019206,0.98673788916998,0.998703595836861,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
17,2025-09-10,small,4,7.00644037732823,-0.000429213211925198,0.0012469427438095,0.991349339474898,0.925604533651096,0.998142881569075,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
18,2025-09-10,small,4,10.5530046757601,-0.000887775498330982,0.000390131813873292,0.999635270085179,0.999607890330941,0.956698608231515,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
19,2025-09-10,small,4,5.95167588808036,-0.000628739767872547,0.000831663619835453,0.944238294450647,0.915167351041639,0.917137780933704,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
20,2025-09-10,small,4,4.79897421225678,-0.000504378656739411,0.0002367615977091,0.968414057720331,0.982310652701188,0.887598817847761,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
21,2025-09-10,small,4,2.48405847959125,-0.000192946474886395,0.00010428872410897,0.843651404549497,0.558043865967755,0.292610042894078,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
22,2025-09-10,small,4,4.56510864322894,-0.000570252980464475,0.000505788407014259,0.97641956996644,0.944481196095622,0.961743058739484,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
23,2025-09-10,small,4,7.15256799489094,-0.00195113871275183,0.000745440888786591,0.993477323407638,0.995091258313583,0.987484838166191,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
24,2025-09-10,small,4,6.36952103629414,-0.00347065424304305,0.000170223474771954,0.975864434257793,0.997683008277336,0.971989165112229,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
25,2025-09-10,small,4,0.595486887862244,-5.53881802542788e-05,2.80514522141255e-06,0.362516069345875,0.397975585922137,0.000718375134612071,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
26,2025-09-10,small,4,7.36866232449403,-0.000993737169049763,0.000521787665257478,0.99077535966254,0.973970265603575,0.92903092454982,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
27,2025-09-10,small,3,5.37458531422762,-0.000368085038643757,0.000985861292915485,0.994012112108799,0.93645112201467,0.993816329408573,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
28,2025-09-10,small,4,6.39772113358863,-0.00103427341966575,7.70592149939198e-05,0.976086379789618,0.967697651671512,0.66868189670814,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
29,2025-09-10,small,4,5.70143105352173,-0.000528657881682589,0.000831959740424272,0.991825203331884,0.997043372293221,0.989088130762202,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
30,2025-09-10,small,4,3.03047364877748,-0.000380696755477286,0.000838686106597754,0.960468797743252,0.962318525602499,0.925860011758061,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
31,2025-09-10,small,4,6.18754688275079,-0.000433056088589214,0.000634103026867884,0.985965199634387,0.991541839075323,0.997209326571857,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
32,2025-09-10,small,4,4.51955241948495,-0.000433355815960139,0.000837999297083431,0.928335037752293,0.931069586932305,0.962694214390097,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
1,2025-09-12,small,4,4.05814402549243,-0.000280961509221349,0.000125418149975325,0.943305369507618,0.907345351281846,0.7292519443545,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-09-12,small,4,3.19529048427936,8.57189487200551e-05,0.000164575753864433,0.923831653296859,0.00566213332806329,0.980273901711117,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
3,2025-09-12,small,4,5.88796207393532,-0.0013376116371973,0.000583734620700989,0.916746292710661,0.896924023380313,0.906879135163173,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
4,2025-09-12,small,4,1.3452864042842,-0.000468054617474022,0.000161299696738808,0.890319266039767,0.706492868924563,0.868831946513796,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
5,2025-09-12,small,4,4.22704482911588,-0.00127522163388425,0.000180998537687908,0.93242892884913,0.898284331017457,0.77035625736767,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
6,2025-09-12,small,4,3.1297727473429,-0.00152014224063294,5.97739157535062e-05,0.999441723167373,0.991125322794686,0.674105261167144,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-09-12,small,3,2.04823743153729,-0.000281339497110023,5.3513239514122e-05,0.988428142215713,0.626034786569903,0.532829241368292,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
8,2025-09-12,small,4,1.51602884544586,-0.00132470884692173,0.000140561677717967,0.972628921923109,0.97518075059734,0.721685080068327,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-09-12,small,4,10.582373359351,-0.000938115239398613,0.00034871209269366,0.997594996684184,0.974475793770298,0.995508048919803,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
10,2025-09-12,small,4,5.25407390934861,-0.000734065811154199,4.28412861261722e-05,0.963018665340666,0.945468608268537,0.595609127891571,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
11,2025-09-12,small,4,10.8713902749695,-0.000915491777643641,0.000552187389535974,0.989933186936745,0.978544812098524,0.991942928993387,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
12,2025-09-12,small,4,4.25920106889564,-0.000446649750626222,8.63925228953985e-05,0.973668266267684,0.928334291343185,0.502583273398184,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
13,2025-09-12,small,4,14.1020844695018,-0.00116783617497296,0.000849617400599604,0.990561378829811,0.992936326575926,0.993054954817626,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
14,2025-09-12,small,4,3.9683947574127,-0.000462196260537931,0.000177191807041973,0.99269015651286,0.999514877411979,0.875522085098888,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
15,2025-09-12,small,4,5.14357465881276,-0.000420671341096137,0.000354807244034958,0.996974884709112,0.991020784921578,0.897435513798013,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
16,2025-09-12,small,4,5.15868512477285,-0.000586089579199189,0.0034295132826093,0.985039695544632,0.992233102974049,0.982805747122097,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
17,2025-09-12,small,4,9.41221218940788,-0.000837481099829688,0.000798747088374085,0.998906878762827,0.991608948482833,0.997127519487751,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
18,2025-09-12,small,4,4.52774993062003,-0.000659074932988312,7.35962123375591e-05,0.990501684841788,0.985383692985716,0.926776384545911,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
19,2025-09-12,small,4,13.2301538765971,-0.00112821802900908,0.000973605495478603,0.999400410672718,0.99924943471611,0.998081534214192,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
20,2025-09-12,small,4,7.69561013271378,-0.00079589937476624,0.000406385606893693,0.992865484923163,0.990393599521127,0.983604132134243,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
21,2025-09-12,small,4,11.0052048357894,-0.000954517293682641,0.000534947586471047,0.999977588348696,0.999814807614927,0.999658295893607,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
22,2025-09-12,small,4,2.98301462901798,-0.000376384185130338,0.000137698666908732,0.974901775158606,0.969967491975927,0.829574840990453,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
23,2025-09-12,small,4,5.87001699719168,-0.000438382191795239,0.000499782662477033,0.992364461138411,0.95380478093847,0.997374885153493,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
24,2025-09-12,small,4,3.0698950067704,-0.000368487078109603,0.000351387922680382,0.994444866172655,0.99061410204377,0.983675739328199,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
25,2025-09-12,small,4,7.20539831181804,0.000624344559610415,0.000730198797402269,0.99819496551476,0.29101640397833,0.966534962074735,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
26,2025-09-12,small,3,4.45177831503178,0.000832006178191877,0.000389806068458432,0.967920736347382,0.368397384414149,0.964987500905949,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
27,2025-09-12,small,4,3.63248198433187,-0.000425813613499513,8.99258376332317e-05,0.970021572636393,0.953373443660735,0.509448367677851,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
28,2025-09-12,small,4,4.00865362099627,-0.00044130158222793,0.000133832245693592,0.969825731021967,0.913989773250442,0.76231838164049,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
29,2025-09-12,small,4,9.78848852142461,-0.000833922528770014,0.00088390572778511,0.996906291107882,0.99622395607329,0.998884033193793,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
30,2025-09-12,small,4,5.98191536134348,-0.000357528663376444,0.000506291203172517,0.994647913374744,0.772740042179809,0.987356066776959,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
31,2025-09-12,small,4,2.78139797000559,-0.000286095632214384,-3.68859054004388e-05,0.942421590814283,0.863515826265007,0.233197797843473,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
32,2025-09-12,small,4,5.8078800268508,-0.000771509176676837,0.000242124422735845,0.966456529705363,0.976717543104513,0.925280690303377,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
1,2025-09-16,small,4,4.3733230845548,-0.00136975784006394,0.000130360436876175,0.966551069604426,0.987855635166247,0.541985874546108,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-09-16,small,3,2.45180331044266,-0.00125088675756163,-1.21049406823809e-05,0.874032347697582,0.991244636913308,0.02763531147166,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
3,2025-09-16,small,4,2.12366238121517,-5.83616202739588e-05,0.000139053241186367,0.987526413114279,0.0101600877900146,0.571409062437674,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-09-16,small,4,1.44684735052822,-0.00130584895112422,5.53190286470956e-05,0.931477626300245,0.954520986219901,0.425564740888972,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
5,2025-09-16,small,4,3.68849410034877,-0.00098651849461056,0.000145953729085179,0.914106006825117,0.802120652502362,0.78724214479287,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
6,2025-09-16,small,3,2.50045477999252,-0.00115196579314451,7.9392944294106e-05,0.998724554453788,0.94029749237899,0.911229331357089,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-09-16,small,4,5.5609868959029,-0.000135055814927022,0.000248383681319637,0.975677866211585,0.0909928647376587,0.863639865874553,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
8,2025-09-16,small,3,1.52081599540307,-0.00117396203772773,0.000217489474366609,0.983115612764229,0.999999707167323,0.652323022048814,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
9,2025-09-16,small,4,5.86658149893599,-0.000541312674960146,0.000183238471273106,0.997465425922067,0.996025773089175,0.782040941540793,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-09-16,small,4,2.01045423480965,-0.000336074636055398,8.57079228209385e-06,0.626178572842897,0.605656668611832,0.00701865465068935,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
11,2025-09-16,small,4,4.59919555466233,-0.000399385588696132,4.47986447742472e-05,0.989175849351601,0.919013287239525,0.283121397494305,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
12,2025-09-16,small,4,4.13018982817142,-0.000829868244311335,9.53100023708264e-05,0.99992763362849,0.999728380220687,0.714641583379447,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
13,2025-09-16,small,4,6.06815273047819,-0.000730260478248114,0.000276050867351448,0.957603895640558,0.938936430954764,0.797453794065418,Positiv & Signifikant (OK),Rejected: N2O R² ≤ 0.9,0
